[2015-09-02 10:36:01,820][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 08:52:19,160][INFO] [EMAIL] Objeto destruido.
[2015-09-08 08:52:19,161][INFO] [SMS] Objeto destruido.
[2015-09-08 08:52:19,738][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 08:52:19,739][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 08:52:19,954][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 08:52:19,956][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 08:52:19,956][INFO] [LAN] Objeto destruido.
[2015-09-08 08:56:11,031][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 08:56:11,308][INFO] [LAN] Listo para usarse.
[2015-09-08 08:56:14,153][INFO] [EMAIL] Listo para usarse.
[2015-09-08 08:56:14,158][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 08:56:19,180][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 08:56:19,541][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 08:56:19,542][INFO] [CHECKER] Objeto destruido.
[2015-09-08 08:56:20,166][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 08:56:20,318][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 08:56:20,318][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 08:56:20,326][INFO] [SMS] Objeto destruido.
[2015-09-08 08:56:20,327][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 08:56:20,733][INFO] [EMAIL] Objeto destruido.
[2015-09-08 08:56:20,734][INFO] [LAN] Objeto destruido.
[2015-09-08 08:59:28,275][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 08:59:28,549][INFO] [LAN] Listo para usarse.
[2015-09-08 08:59:31,226][INFO] [EMAIL] Listo para usarse.
[2015-09-08 08:59:31,233][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 08:59:36,251][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 08:59:36,438][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 08:59:36,439][INFO] [CHECKER] Objeto destruido.
[2015-09-08 08:59:37,240][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 08:59:37,565][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 08:59:37,566][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 08:59:37,574][INFO] [SMS] Objeto destruido.
[2015-09-08 08:59:37,575][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 08:59:38,055][INFO] [EMAIL] Objeto destruido.
[2015-09-08 08:59:38,055][INFO] [LAN] Objeto destruido.
[2015-09-08 09:32:21,118][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 09:32:21,389][INFO] [LAN] Listo para usarse.
[2015-09-08 09:32:24,232][INFO] [EMAIL] Listo para usarse.
[2015-09-08 09:32:24,240][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 09:32:34,298][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 09:32:34,475][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 09:32:34,475][INFO] [CHECKER] Objeto destruido.
[2015-09-08 09:32:34,752][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 09:32:34,917][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 09:32:34,920][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 09:32:34,927][INFO] [SMS] Objeto destruido.
[2015-09-08 09:32:34,928][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 09:32:35,806][INFO] [EMAIL] Objeto destruido.
[2015-09-08 09:32:35,807][INFO] [LAN] Objeto destruido.
[2015-09-08 09:57:51,071][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 09:57:51,346][INFO] [LAN] Listo para usarse.
[2015-09-08 09:57:54,324][INFO] [EMAIL] Listo para usarse.
[2015-09-08 09:57:54,330][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 09:57:59,349][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 09:57:59,457][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 09:58:00,336][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 09:58:00,336][INFO] [CHECKER] Objeto destruido.
[2015-09-08 09:58:00,356][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 09:58:00,358][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 09:58:00,367][INFO] [SMS] Objeto destruido.
[2015-09-08 09:58:00,368][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 09:58:00,806][INFO] [EMAIL] Objeto destruido.
[2015-09-08 09:58:00,806][INFO] [LAN] Objeto destruido.
[2015-09-08 09:58:29,724][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 09:58:29,995][INFO] [LAN] Listo para usarse.
[2015-09-08 09:58:32,835][INFO] [EMAIL] Listo para usarse.
[2015-09-08 09:58:32,840][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 09:58:42,892][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 09:58:42,979][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 09:58:43,353][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 09:58:43,354][INFO] [CHECKER] Objeto destruido.
[2015-09-08 09:58:43,512][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 09:58:43,512][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 09:58:43,519][INFO] [SMS] Objeto destruido.
[2015-09-08 09:58:43,520][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 09:58:43,920][INFO] [EMAIL] Objeto destruido.
[2015-09-08 09:58:43,921][INFO] [LAN] Objeto destruido.
[2015-09-08 10:01:40,066][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:01:40,340][INFO] [LAN] Listo para usarse.
[2015-09-08 10:01:43,064][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:01:43,072][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:01:48,092][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:01:48,093][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:01:48,373][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:01:49,080][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:01:49,367][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:01:49,370][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:01:49,378][INFO] [SMS] Objeto destruido.
[2015-09-08 10:01:49,379][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:01:49,798][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:01:49,798][INFO] [LAN] Objeto destruido.
[2015-09-08 10:02:25,079][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:02:25,354][INFO] [LAN] Listo para usarse.
[2015-09-08 10:02:28,082][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:02:28,087][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:02:38,137][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:02:38,597][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:02:38,600][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:02:38,600][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:02:38,870][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:02:38,871][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:02:38,877][INFO] [SMS] Objeto destruido.
[2015-09-08 10:02:38,878][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:02:39,285][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:02:39,286][INFO] [LAN] Objeto destruido.
[2015-09-08 10:03:35,093][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:03:35,363][INFO] [LAN] Listo para usarse.
[2015-09-08 10:03:38,330][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:03:38,333][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:03:43,353][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:03:43,538][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:03:44,340][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:03:44,340][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:03:44,340][INFO] [SMS] Objeto destruido.
[2015-09-08 10:03:44,374][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:03:44,375][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:03:44,376][INFO] [LAN] Objeto destruido.
[2015-09-08 10:03:44,744][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:03:44,745][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:05:10,110][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:05:10,379][INFO] [LAN] Listo para usarse.
[2015-09-08 10:05:13,378][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:05:13,383][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:05:23,432][INFO] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:05:23,896][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:05:23,896][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:05:23,897][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:05:24,055][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:05:24,056][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:05:24,056][INFO] [SMS] Objeto destruido.
[2015-09-08 10:05:24,056][INFO] [LAN] Objeto destruido.
[2015-09-08 10:05:24,461][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:05:24,462][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:06:19,644][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:06:19,926][INFO] [LAN] Listo para usarse.
[2015-09-08 10:06:22,560][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:06:22,570][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:06:27,592][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:06:27,854][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:06:28,578][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:06:28,578][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:06:28,578][INFO] [SMS] Objeto destruido.
[2015-09-08 10:06:28,936][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:06:28,940][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:06:28,941][INFO] [LAN] Objeto destruido.
[2015-09-08 10:06:29,011][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:06:29,012][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:27:47,787][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:27:48,057][INFO] [LAN] Listo para usarse.
[2015-09-08 10:27:52,757][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:27:52,762][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:28:07,854][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:28:08,302][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:28:09,081][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:28:09,082][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:28:09,281][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:28:09,281][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:28:09,282][INFO] [SMS] Objeto destruido.
[2015-09-08 10:28:09,282][INFO] [LAN] Objeto destruido.
[2015-09-08 10:28:09,843][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:28:09,844][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:29:31,329][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:29:31,612][INFO] [LAN] Listo para usarse.
[2015-09-08 10:29:34,531][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:29:34,541][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:29:54,706][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:29:54,875][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:29:55,564][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:29:55,564][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:29:55,565][INFO] [SMS] Objeto destruido.
[2015-09-08 10:29:55,638][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:29:55,645][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:29:55,646][INFO] [LAN] Objeto destruido.
[2015-09-08 10:29:55,970][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:29:55,970][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 10:57:43,350][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 10:57:43,647][INFO] [LAN] Listo para usarse.
[2015-09-08 10:57:43,689][INFO] [EMAIL] Listo para usarse.
[2015-09-08 10:57:46,817][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 10:58:01,919][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 10:58:02,092][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 10:58:03,170][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 10:58:03,171][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 10:58:03,211][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 10:58:03,212][INFO] [CHECKER] Objeto destruido.
[2015-09-08 10:58:03,212][INFO] [SMS] Objeto destruido.
[2015-09-08 10:58:03,212][INFO] [LAN] Objeto destruido.
[2015-09-08 10:58:03,770][INFO] [EMAIL] Objeto destruido.
[2015-09-08 10:58:03,770][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 11:11:44,079][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 11:11:44,386][INFO] [LAN] Listo para usarse.
[2015-09-08 11:11:44,410][INFO] [EMAIL] Listo para usarse.
[2015-09-08 11:11:47,273][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 11:11:57,324][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 11:11:57,325][INFO] [CHECKER] Objeto destruido.
[2015-09-08 11:16:22,933][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 11:16:23,224][INFO] [LAN] Listo para usarse.
[2015-09-08 11:16:23,252][INFO] [EMAIL] Listo para usarse.
[2015-09-08 11:16:25,928][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 11:16:35,977][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 11:16:36,019][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 11:16:36,740][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 11:16:36,741][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 11:16:36,768][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 11:16:36,769][INFO] [CHECKER] Objeto destruido.
[2015-09-08 11:16:36,770][INFO] [SMS] Objeto destruido.
[2015-09-08 11:16:36,770][INFO] [LAN] Objeto destruido.
[2015-09-08 11:16:37,201][INFO] [EMAIL] Objeto destruido.
[2015-09-08 11:16:37,201][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 11:21:05,559][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 11:21:05,848][INFO] [LAN] Listo para usarse.
[2015-09-08 11:21:05,863][INFO] [EMAIL] Listo para usarse.
[2015-09-08 11:21:08,490][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 11:24:01,961][DEBUG] [EMAIL] Ha(n) llegado 1 nuevo(s) mensaje(s) de correo electronico!
[2015-09-08 11:24:02,629][DEBUG] [EMAIL] Procesando correo de Client02 Datalogger - client02.datalogger@gmail.com
[2015-09-08 11:24:16,524][INFO] [COMUNICADOR] El buffer de mensajes esta vacio.
[2015-09-08 11:24:35,950][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 11:24:35,997][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 11:24:36,052][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 11:24:36,054][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 11:24:36,072][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 11:24:36,072][INFO] [CHECKER] Objeto destruido.
[2015-09-08 11:24:36,073][INFO] [SMS] Objeto destruido.
[2015-09-08 11:24:36,073][INFO] [LAN] Objeto destruido.
[2015-09-08 11:24:36,468][INFO] [EMAIL] Objeto destruido.
[2015-09-08 11:24:36,469][INFO] [BLUETOOTH] Objeto destruido.
[2015-09-08 11:32:08,944][INFO] [CONFIG READER] Archivo de configuración cargado correctamente.
[2015-09-08 11:32:09,234][INFO] [LAN] Listo para usarse.
[2015-09-08 11:32:09,527][INFO] [EMAIL] Listo para usarse.
[2015-09-08 11:32:12,444][INFO] [BLUETOOTH] Listo para usarse.
[2015-09-08 11:32:12,705][DEBUG] [EMAIL] Ha(n) llegado 1 nuevo(s) mensaje(s) de correo electronico!
[2015-09-08 11:32:13,180][DEBUG] [EMAIL] Procesando correo de Client02 Datalogger - client02.datalogger@gmail.com
[2015-09-08 11:33:43,232][WARNING] [CHECKER] Funcion 'verifyConnections' terminada.
[2015-09-08 11:33:43,391][WARNING] [EMAIL] Funcion 'receive' terminada.
[2015-09-08 11:33:43,842][WARNING] [LAN] Funcion 'receiveUdp' terminada
[2015-09-08 11:33:43,851][WARNING] [LAN] Funcion 'receiveTcp' terminada.
[2015-09-08 11:33:44,126][WARNING] [BLUETOOTH] Funcion 'receiveRFCOMM' terminada.
[2015-09-08 11:33:44,126][INFO] [CHECKER] Objeto destruido.
[2015-09-08 11:33:44,127][INFO] [SMS] Objeto destruido.
[2015-09-08 11:33:44,127][INFO] [LAN] Objeto destruido.
[2015-09-08 11:33:46,039][INFO] [EMAIL] Objeto destruido.
[2015-09-08 11:33:46,040][INFO] [BLUETOOTH] Objeto destruido.
